Year,EmployerType,EmployerName,DepartmentOrSubdivision,Position,ElectedOfficial,Judicial,OtherPositions,MinPositionSalary,MaxPositionSalary,ReportedBaseWage,RegularPay,OvertimePay,LumpSumPay,OtherPay,TotalWages,DefinedBenefitPlanContribution,EmployeesRetirementCostCovered,DeferredCompensationPlan,HealthDentalVision,TotalRetirementAndHealthContribution,PensionFormula,EmployerURL,EmployerPopulation,LastUpdatedDate,EmployerCounty,SpecialDistrictActivities,IncludesUnfundedLiability,SpecialDistrictType
2023,City,San Diego,Police,Assistant Police Chief,False,False,,87402,331094,,238537,0,15978,24187,278702,43622,0,0,17542,61164,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Assistant Police Chief,False,False,,87402,331094,,238537,0,15978,23454,277969,0,0,7894,21562,29456,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Captain,False,False,,87069,105414,,103533,97816,18215,58361,277925,24337,0,0,20750,45087,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Assistant Police Chief,False,False,,87402,331094,,238537,0,15978,23218,277733,0,0,7894,21562,29456,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Sergeant,False,False,,111176,134410,,130837,112017,2699,30943,276496,28781,0,0,24230,53011,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Sergeant,False,False,,111176,134410,,130837,124104,0,21050,275991,25029,0,0,19254,44283,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Battalion Chief,False,False,,106600,128981,,126056,94505,0,55186,275747,0,0,5273,8596,13869,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Sergeant,False,False,,111176,134410,,130837,91279,19495,33685,275296,26512,0,0,19246,45758,3.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Captain,False,False,,87069,105414,,103533,101666,9109,60771,275079,25803,0,0,20750,46553,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Sergeant,False,False,,111176,134410,,130837,113098,12905,17972,274812,26479,0,0,24606,51085,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Prevention Inspector II,False,False,,75213,90917,,81857,142539,1115,47425,272936,20448,0,0,7983,28431,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,107763,123000,12969,28769,272501,24466,0,0,7645,32111,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Emergency Medical Services,Fire Captain,False,False,,87069,105414,,103533,98161,9109,61096,271899,25300,0,0,20750,46050,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Development Services,Structural Engineering Senior,False,False,,113693,137446,,133071,89720,10820,38244,271855,23039,0,16447,16042,55528,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Marine Safety Lieutenant,False,False,,88899,107328,,104259,108529,8256,50456,271500,0,0,19831,18,19849,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Sergeant,False,False,,111176,134410,,130837,95706,9571,34998,271112,27174,0,0,0,27174,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Sergeant,False,False,,111176,134410,,130837,82789,19470,38000,271096,29553,0,0,22656,52209,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,107763,126354,3702,32573,270392,23699,0,0,24230,47929,3.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,107763,126554,3751,32240,270308,24793,0,0,23175,47968,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Captain,False,False,,87069,105414,,65651,169738,0,34801,270190,21641,0,0,16406,38047,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Sergeant,False,False,,111176,134410,,130837,113642,0,25678,270157,27939,0,0,24326,52265,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Engineer,False,False,,75213,90917,,24514,165065,31166,49275,270020,23179,0,0,20750,43929,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,98487,131861,0,38911,269259,0,0,4384,24606,28990,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,105228,137225,2434,23979,268866,21401,0,0,24606,46007,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Storm Water,Senior Civil Engineer,False,False,,113693,137446,,103118,80398,10221,74648,268385,22463,0,15530,18,38011,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Office Of The City Auditor,City Auditor,False,False,,87402,331094,,239979,0,14629,11545,266153,29448,0,15404,7701,52553,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,62128,123987,6062,73407,265584,22406,0,0,8697,31103,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,City Attorney,Assistant City Attorney,False,False,,111696,445973,,244891,0,15606,4987,265484,35002,0,2604,16827,54433,1.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Transportation,Senior Civil Engineer,False,False,,113693,137446,,133071,80521,10344,41184,265120,20542,0,2655,13161,36358,1.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Personnel,Personnel Director,False,False,,87402,331094,,183631,0,73665,6702,263998,16883,0,13815,1209,31907,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Sergeant,False,False,,111176,134410,,130837,89901,12807,29262,262807,23966,0,0,16869,40835,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55-No COL Ben,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Sergeant,False,False,,111176,134410,,130837,75785,16433,36711,259766,16448,0,2448,24519,43415,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,76490,134067,25496,23568,259621,23812,0,0,0,23812,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Battalion Chief,False,False,,106600,128981,,125710,80603,10154,42035,258502,26584,0,0,20750,47334,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Battalion Chief,False,False,,106600,128981,,88007,131818,0,38443,258268,27745,0,0,20750,48495,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Captain,False,False,,87069,105414,,60289,174415,4397,19070,258171,20706,0,0,9211,29917,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Sergeant,False,False,,111176,134410,,130837,93913,10666,22722,258138,25336,0,0,24053,49389,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Captain,False,False,,87069,105414,,68928,139652,0,49527,258107,21381,0,0,20750,42131,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,107763,118059,9055,23175,258052,22058,0,0,24606,46664,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,107763,129109,4748,16108,257728,20653,0,0,24230,44883,3.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Battalion Chief,False,False,,106600,128981,,107196,92096,0,58250,257542,26991,0,0,20750,47741,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Captain,False,False,,87069,105414,,58113,187163,0,12224,257500,22117,0,0,20750,42867,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Information Technology,Department Director,False,False,,87402,331094,,239733,0,14800,2902,257435,35020,0,2545,16827,54392,1.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Captain,False,False,,87069,105414,,100948,109599,7051,39623,257221,24511,0,0,20750,45261,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,City Attorney,Assistant City Attorney,False,False,,111696,445973,,237031,0,15100,4830,256961,27545,0,15201,16292,59038,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Development Services,Structural Engineering Senior,False,False,,113693,137446,,115185,89328,0,52160,256673,20757,0,2539,9002,32298,1.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Public Utilities,Public Utilities Director,False,False,,87402,331094,,241215,0,14891,533,256639,30311,0,2498,18096,50905,1.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Sergeant,False,False,,111176,134410,,130837,81506,19314,24909,256566,25520,0,0,470,25990,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Captain,False,False,,87069,105414,,105414,122607,671,27815,256507,21249,0,0,19958,41207,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Independent Budget Analyst,Independent Budget Analyst,False,False,,87402,331094,,236111,0,14576,5013,255700,18432,0,2506,17513,38451,1.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,City Attorney,Deputy City Attorney,False,False,,25813,296130,,228520,0,14404,11344,254268,32068,0,15383,15334,62785,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Battalion Chief,False,False,,106600,128981,,86827,128193,5953,32883,253856,27714,0,0,20750,48464,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,107763,109369,12651,23743,253526,22871,0,0,1514,24385,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Captain,False,False,,87069,105414,,103533,86449,0,63531,253513,0,0,4385,20750,25135,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,City Attorney,Assistant City Attorney,False,False,,111696,445973,,237031,0,9664,5987,252682,31724,0,14799,17542,64065,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,107763,94080,8035,42730,252608,21039,0,0,7701,28740,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Engineer,False,False,,75213,90917,,48061,172021,6874,25160,252116,21933,0,0,7504,29437,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Lieutenant,False,False,,142230,170269,,137389,66800,14811,32642,251642,23033,0,0,19254,42287,3.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Captain,False,False,,168896,202301,,196949,0,13799,40337,251085,36914,0,0,0,36914,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Captain,False,False,,168896,202301,,196949,0,14224,39391,250564,0,0,7028,14334,21362,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Sergeant,False,False,,111176,134410,,130837,81362,9411,28947,250557,27491,0,0,24053,51544,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Captain,False,False,,87069,105414,,70859,136947,5288,37230,250324,22937,0,0,20750,43687,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Captain,False,False,,168896,202301,,196911,0,14224,38866,250001,0,0,7026,24606,31632,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Sergeant,False,False,,111176,134410,,130837,69707,16430,33019,249993,29351,0,0,8672,38023,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Parks & Recreation,Park & Recreation Director,False,False,,87402,331094,,221509,0,13675,14800,249984,25742,0,14229,0,39971,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Sergeant,False,False,,111176,134410,,130837,77004,10138,31692,249671,29076,0,0,19246,48322,3.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Sergeant,False,False,,111176,134410,,130837,83619,0,35102,249558,0,0,5055,8354,13409,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,City Attorney,Deputy City Attorney,False,False,,25813,296130,,220087,0,14189,15233,249509,34712,0,2453,8965,46130,1.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Battalion Chief,False,False,,106600,128981,,91750,101934,1665,53653,249002,0,0,5077,20750,25827,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Assistant Police Chief,False,False,,87402,331094,,203744,0,15978,28923,248645,39166,0,0,23692,62858,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Captain,False,False,,168896,202301,,196911,0,14224,37095,248230,0,0,7026,14794,21820,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Transportation,Department Director,False,False,,87402,331094,,230126,0,14514,3529,248169,0,0,0,13739,13739,N/A,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Development Services,Assistant Deputy Director,False,False,,66082,243048,,140611,60500,0,46880,247991,0,0,0,17,17,N/A,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Captain,False,False,,87069,105414,,71314,109578,27930,38589,247411,23999,0,0,17129,41128,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Public Utilities,Assistant Deputy Chief Operating Officer,False,False,,87402,331094,,226926,0,14112,5700,246738,28740,0,12052,12050,52842,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Captain,False,False,,87069,105414,,59591,178174,964,8004,246733,21138,0,0,20750,41888,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,City Attorney,Assistant City Attorney,False,False,,111696,445973,,239267,0,15251,-7795,246723,0,0,21879,16292,38171,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Commission On Police Practices,Executive Director,False,False,,66082,243048,,192973,0,48583,5064,246620,27833,0,2059,12727,42619,1.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Captain,False,False,,87069,105414,,66898,147439,0,31782,246119,22730,0,0,20750,43480,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Assistant Fire Chief,False,False,,87402,331094,,217047,0,17829,10977,245853,34747,0,0,0,34747,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Captain,False,False,,168896,202301,,196911,0,13799,34468,245178,0,0,6816,8051,14867,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Captain,False,False,,87069,105414,,73065,121674,0,50082,244821,22072,0,0,9830,31902,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Engineering & Capital Projects,Senior Civil Engineer,False,False,,113693,137446,,133072,57190,3999,50344,244605,23154,0,14448,7787,45389,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Captain,False,False,,168896,202301,,196911,0,13799,33576,244286,0,0,6816,25248,32064,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Assistant Fire Chief,False,False,,87402,331094,,217047,0,13440,13558,244045,38836,0,0,0,38836,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Emergency Medical Services,Fire Captain,False,False,,87069,105414,,90617,101847,8057,43332,243853,0,0,4263,20750,25013,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Battalion Chief,False,False,,106600,128981,,92838,119598,0,31169,243605,23238,0,0,20750,43988,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Detective,False,False,,96200,116230,,113145,108223,0,22156,243524,0,0,4037,5925,9962,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Captain,False,False,,168896,202301,,196949,0,13799,32582,243330,0,0,6818,17547,24365,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Captain,False,False,,168896,202301,,196949,0,13799,32400,243148,39177,0,0,23065,62242,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Battalion Chief,False,False,,106600,128981,,87525,124549,0,30810,242884,26100,0,0,20750,46850,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Development Services,Structural Engineering Associate,False,False,,98675,119122,,115390,79683,9863,37917,242853,20100,0,2435,22042,44577,1.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Captain,False,False,,168896,202301,,197233,0,13799,31801,242833,36907,0,0,14794,51701,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Captain,False,False,,168896,202301,,196911,0,13799,32113,242823,39170,0,0,9942,49112,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,107763,85398,12126,37273,242560,24265,0,0,0,24265,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Sergeant,False,False,,111176,134410,,130837,91370,0,20133,242340,0,0,4669,14794,19463,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Battalion Chief,False,False,,106600,128981,,128855,66974,0,46034,241863,29127,0,0,20750,49877,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Development Services,Structural Engineering Associate,False,False,,98675,119122,,115390,91226,0,35162,241778,17813,0,2424,18808,39045,1.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Department Of Finance,Department Director,False,False,,87402,331094,,228520,0,14108,-1230,241398,25004,0,14337,19174,58515,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Sergeant,False,False,,111176,134410,,112744,67615,12374,48647,241380,28897,0,0,24053,52950,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Detective,False,False,,96200,116230,,113145,95306,13516,18826,240793,21801,0,0,9845,31646,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Development Services,Senior Fire Protection Engineer,False,False,,113693,137446,,133106,73560,0,33632,240298,25774,0,2278,22042,50094,1.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,City Attorney,Deputy City Attorney,False,False,,25813,296130,,211655,0,13563,15006,240224,28780,0,13831,0,42611,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,107753,124038,0,8302,240093,19970,0,0,23242,43212,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Engineering & Capital Projects,Associate Engineer - Civil,False,False,,98675,119122,,115214,63650,9735,51473,240072,0,0,18412,18,18430,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,107763,101917,13493,16898,240071,23754,0,0,6331,30085,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Sergeant,False,False,,111176,134410,,130837,70581,9854,28637,239909,25773,0,0,14794,40567,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Battalion Chief,False,False,,106600,128981,,105372,88538,15632,30032,239574,26221,0,0,20750,46971,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Captain,False,False,,87069,105414,,68389,146461,0,24464,239314,22216,0,0,15000,37216,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Captain,False,False,,168896,202301,,194383,0,13799,31086,239268,0,0,6784,14794,21578,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Real Estate And Airport Management,Real Estate Assets Director,False,False,,87402,331094,,192844,0,43253,3096,239193,21510,0,2055,6650,30215,1.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Sergeant,False,False,,111176,134410,,130837,68361,3084,36826,239108,26310,0,0,0,26310,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Captain,False,False,,87069,105414,,71230,115594,1110,50497,238431,22072,0,0,20750,42822,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Captain,False,False,,87069,105414,,78529,111618,803,47237,238187,25059,0,0,20750,45809,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Captain,False,False,,87069,105414,,85268,82106,9835,60759,237968,24277,0,0,20750,45027,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Captain,False,False,,87069,105414,,69719,117864,7384,42808,237775,23990,0,0,17526,41516,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Captain,False,False,,168896,202301,,196911,0,13799,27021,237731,0,0,6816,24606,31422,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Sustainability & Mobility,Department Director,False,False,,87402,331094,,211746,0,13125,12792,237663,27114,0,2249,56,29419,1.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Sergeant,False,False,,111176,134410,,130837,64611,10274,31894,237616,28928,0,0,19254,48182,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Sergeant,False,False,,111176,134410,,130837,67763,9571,29285,237456,26132,0,0,8051,34183,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,107763,110867,410,18356,237396,21274,0,0,24485,45759,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Battalion Chief,False,False,,106600,128981,,118680,63064,10541,45055,237340,31580,0,0,20750,52330,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Captain,False,False,,87069,105414,,99986,90076,0,47043,237105,21729,0,0,14693,36422,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Captain,False,False,,87069,105414,,60759,167385,0,8833,236977,18388,0,0,20750,39138,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Captain,False,False,,87069,105414,,69947,124958,3399,38373,236677,22745,0,0,20750,43495,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Sergeant,False,False,,111176,134410,,130837,80380,0,25313,236530,25785,0,0,19246,45031,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Captain,False,False,,168896,202301,,196911,0,7727,31787,236425,0,0,6816,24606,31422,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Captain,False,False,,168896,202301,,190705,0,13799,31467,235971,0,0,6817,24053,30870,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Captain,False,False,,87069,105414,,57572,164201,7523,6565,235861,19747,0,0,20750,40497,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,City Clerk,City Clerk,False,False,,48838,291574,,222853,0,13437,-490,235800,24910,0,6957,21450,53317,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Sergeant,False,False,,111176,134410,,126313,67128,0,42181,235622,27419,0,0,24230,51649,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,107763,106080,0,21527,235370,24240,0,0,0,24240,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
